LTKBID,DILIRank_PubChem_CID,LabelCompoundName,ApprovalYear,DILIConcern,SeverityClass,LabelSection,AdjudicatedDILI,vDILIConcern,Greene_Annotation,Sakatis_Annotation,Xu_Annotation,Zhu_Annotation,SMILES,URL (accessed on 1/21/2016),"VER_DISP (1=LTKB-BD, 2=others)",DILIST_ID,CompoundName,DILIst Classification ,Routs of Administration ,PUBCHEM_CID_from_name,compound_id,_merge,pubchem_smiles
LT00085,3059,diflunisal,1982,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,,Positive,,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7a78bb38-14d8-4a90-b883-482d4cebf716,2,48,diflunisal,1,Oral,3059,CID3059,both,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O
LT00087,3100,diphenhydramine,1946,No-DILI-Concern,0,No match,,vNo-DILI-Concern,NE,non-hepatotixic,Negative,,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3e8446cc-5cd9-44e6-8bcd-125a61cd5a41,1,49,diphenhydramine,0,Oral,3100,CID3100,both,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
LT00091,41867,epirubicin,1999,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,NE,,Negative,,C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f91fc962-7c70-46a9-81fe-b98e93a2028a,2,50,epirubicin,0,Intravenous,41867,CID41867,both,C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
LT00092,12560,erythromycin,1964,Most-DILI-Concern,5,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fda44eb6-7901-4b80-ba0b-216f6cacf3fd,1,51,erythromycin,1,Oral,12560,CID12560,both,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O
LT00094,36462,etoposide,1983,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,HH,Hepatotoxic,Positive,,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=508a418e-985f-4208-9324-2230655bb5c2,2,52,etoposide,1,Oral,36462,CID36462,both,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
LT00095,3325,famotidine,1986,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,WE,,Negative,,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a0bdf4d1-8458-4e4f-95aa-bcc38c0f32f8,1,53,famotidine,1,Oral,5702160,CID5702160,both,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N
LT00097,3331,felbamate,1993,Most-DILI-Concern,7,Box warning,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2e325d79-d0a4-4af7-b09b-96ee5a5b2a37,1,54,felbamate,1,Oral,3331,CID3331,both,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N
LT00098,3339,fenofibrate,1993,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2fe0bbd6-47a4-4836-beb1-0b635e3ab647,1,55,fenofibrate,1,Oral,3339,CID3339,both,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
LT00099,3342,fenoprofen,1976,Most-DILI-Concern,8,Warnings and precautions,Yes(literature),vMost-DILI-Concern,HH,,Positive,,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dfc2ab1e-0d75-4eff-9489-2afb51b02702,1,56,fenoprofen,1,Oral,3342,CID3342,both,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O
LT00101,3397,flutamide,1989,Most-DILI-Concern,8,Box warning,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bae781d4-7101-4008-9af2-6e76b5e1c408,1,57,flutamide,1,Oral,3397,CID3397,both,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
LT00106,3657,hydroxyurea,1967,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,,Positive,,C(=O)(N)NO,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0a5c7030-5fac-4708-b309-f9d07103285a,1,58,hydroxyurea,1,Oral,3657,CID3657,both,C(=O)(N)NO
LT00107,5291,imatinib,2001,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,,,,Postive,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=93ddb778-854f-4486-adca-4c5f9071a741,2,59,imatinib,1,Oral,5291,CID5291,both,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
LT00108,3696,imipramine,1959,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,HH,Hepatotoxic,Positive,,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=75bf3473-2d70-4d41-93cd-afa1015e45bb,1,60,imipramine,1,Oral,3696,CID3696,both,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31
LT00109,3748,iproniazid,,Most-DILI-Concern,8,Withdrawn,,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CC(C)NNC(=O)C1=CC=NC=C1,,1,61,iproniazid,1,Oral,3748,CID3748,both,CC(C)NNC(=O)C1=CC=NC=C1
LT00111,47576,ketoconazole,1981,Most-DILI-Concern,8,Box warning,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@@H]3CO[C@@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=91fffa92-709a-4e16-9335-e6f0338a5eb9,1,62,ketoconazole,1,Oral,456201,CID456201,both,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@@H]3CO[C@@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl
LT00112,3869,labetalol,1984,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e10796ac-7a39-4985-b5d7-732d939b140f,1,63,labetalol,1,Oral,3869,CID3869,both,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
LT00113,3899,leflunomide,1998,Most-DILI-Concern,8,Box warning,Yes,vMost-DILI-Concern,HH,,Positive,Postive,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d3a4788f-6ff4-4804-9b41-7d6f0b27cd5c,1,64,leflunomide,1,Oral,3899,CID3899,both,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
LT00116,4044,mefenamic acid,1967,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d77e13db-d1b1-4dbf-9de8-80827018cf43,2,65,mefenamic acid,1,Oral,4044,CID4044,both,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C
LT00117,54677470,meloxicam,2000,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,,,Negative,Postive,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=06a401f0-4380-4081-86ed-a309a25abf6b,2,66,meloxicam,1,Oral,54677470,CID54677470,both,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O
LT00119,4091,metformin,1995,No-DILI-Concern,0,No match,Yes,vLess-DILI-Concern,WE,,Negative,,CN(C)C(=N)N=C(N)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b8004451-7b26-425b-b5ea-cbb1b08e30e3,2,67,metformin,1,Oral,4091,CID4091,both,CN(C)C(=N)N=C(N)N
LT00121,38853,methyldopa,1962,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=227291e5-9baa-476a-93b8-b2142e61a4fe,1,68,methyldopa,1,Oral,38853,CID38853,both,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N
LT00124,4449,nefazodone,1994,Most-DILI-Concern,8,Box warning,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=51ff7db5-aaf9-4c3c-86e6-958ebf16b60f,1,69,nefazodone,1,Oral,4449,CID4449,both,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl
LT00125,5353830,nitrofurantoin,1953,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,C1C(=O)NC(=O)N1/N=C\C2=CC=C(O2)[N+](=O)[O-],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6bdf87ae-daf1-4912-9d45-e06fa9eaaf1a,1,70,nitrofurantoin,1,Oral,6604200,CID6604200,both,C1C(=O)NC(=O)N1/N=C\C2=CC=C(O2)[N+](=O)[O-]
LT00126,6003770,olsalazine,1990,Less-DILI-Concern,8,Adverse reactions,Yes,vLess-DILI-Concern,,,,,C1=CC(=C(C=C1N/N=C\2/C=CC(=O)C(=C2)C(=O)O)C(=O)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f4858879-0b8b-484a-9742-112c92662e8a,2,71,olsalazine,1,Oral,22419,CID22419,both,C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)O)C(=O)O)C(=O)O)O
LT00128,43815,paroxetine,1992,Less-DILI-Concern,8,Adverse reactions,Yes,vLess-DILI-Concern,WE,non-hepatotixic,Negative,Postive,C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7b9e9d36-9b7d-4d47-8d8a-d37da85e7b24,1,72,paroxetine,1,Oral,43815,CID43815,both,C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
LT00129,4735,pentamidine,1984,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,,,,,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cc2b635e-4840-4dc3-a177-5484371680e8,2,73,pentamidine,1,Intravenous,4735,CID4735,both,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N
LT00131,4746,perhexiline,,Most-DILI-Concern,8,Withdrawn,,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,,1,74,perhexiline,1,Oral,4746,CID4746,both,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3
LT00133,5983,physostigmine,,No-DILI-concern,0,No match,,vNo-DILI-Concern,NE,,Negative,,C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a7d04b2c-fe34-480d-8f7c-7cbcf447a70b,2,75,physostigmine,0,Intravenous,5983,CID5983,both,C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C
LT00134,4829,pioglitazone,1999,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,WE,non-hepatotixic,Negative,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0478f0e7-87fb-4adb-ae9b-6624555ccbe4,1,76,pioglitazone,1,Oral,4829,CID4829,both,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3
LT00136,657298,propylthiouracil,1947,Most-DILI-Concern,8,Box warning,Yes,vMost-DILI-Concern,,Hepatotoxic,,Postive,CCCC1=CC(=O)NC(=S)N1,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=120de758-f102-470a-892d-a61b18ff8f71,1,77,propylthiouracil,1,Oral,657298,CID657298,both,CCCC1=CC(=O)NC(=S)N1
LT00137,7028,pseudoephedrine,1975,No-DILI-Concern,0,No match,,vNo-DILI-Concern,NE,,Negative,,C[C@@H]([C@H](C1=CC=CC=C1)O)NC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=40ac6155-eb0e-799c-9fb6-bb5ffdd40356,2,78,pseudoephedrine,0,Oral,7028,CID7028,both,C[C@@H]([C@H](C1=CC=CC=C1)O)NC
LT00138,3001055,ranitidine,1977,Less-DILI-Concern,5,Adverse reactions,Yes,vLess-DILI-Concern,WE,Hepatotoxic,Negative,Postive,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d0da9dd6-c691-4614-99c7-531b0bf34837,1,79,ranitidine,1,Oral,3001055,CID3001055,both,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C
LT00139,6323490,rifabutin,1992,Less-DILI-Concern,5,Adverse reactions,Yes,vLess-DILI-Concern,HH,,Positive,,C[C@H]1/C=C/C=C(\C(=O)NC2=C3C(=NC4(N3)CCN(CC4)CC(C)C)C5=C6C(=C(C(=C5C2=O)O)C)O[C@@](C6=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)/C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3e1a6613-bdd3-4261-93b3-d7f5cc09064b,2,80,rifabutin,1,Oral,135398743,CID135398743,both,C[C@H]1/C=C/C=C(\C(=O)N=C2C(=C3C(=C4C2=NC5(N4)CCN(CC5)CC(C)C)C6=C(C(=C3O)C)O[C@@](C6=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)O)/C
LT00140,77999,rosiglitazone,1999,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,WE,non-hepatotixic,Negative,,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ec682aec-e98f-41a1-9d21-eb7580ea3a8a,2,81,rosiglitazone,1,Oral,77999,CID77999,both,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3
LT00141,19190,indocyanine green,1959,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCCCS(=O)(=O)[O-])C=CC=CC=CC=C4C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC6=CC=CC=C65)(C)C)C.[Na+],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a24348da-94f8-4c1c-aa8a-a161c01b5cef,2,82,indocyanine green,0,Intravenous,11967809,CID11967809,both,CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCCCS(=O)(=O)[O-])C=CC=CC=CC=C4C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC6=CC=CC=C65)(C)C)C.[Na+]
LT00142,54454,simvastatin,1991,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,,non-hepatotixic,Negative,Postive,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9999f4dc-60be-4c8f-8063-78144ed4431f,1,83,simvastatin,1,Oral,54454,CID54454,both,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C
LT00143,5833,spironolactone,1960,Less-DILI-Concern,2,Adverse reactions,Yes,vLess-DILI-Concern,HH,,Positive,,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=322f2b36-ca93-4a57-9413-ef4efbbb3c65,1,84,spironolactone,1,Oral,5833,CID5833,both,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C
LT00144,18283,stavudine,1994,Most-DILI-Concern,8,Box warning,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7745cad8-720d-4755-87c7-9147c0915b0f,1,85,stavudine,1,Oral,18283,CID18283,both,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO
LT00145,19649,streptomycin,1946,No-DILI-Concern,0,No match,,vNo-DILI-Concern,NE,,Negative,,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=abd1f64e-4283-4370-aae8-3666316aa36e,1,86,streptomycin,0,Intramuscular,19649,CID19649,both,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O
LT00146,5215,sulfadiazine,1941,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,,,,Postive,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=10549cba-9c15-4d2e-a68c-5afbc178591d,2,87,sulfadiazine,1,Oral,5215,CID5215,both,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
LT00147,5353980,sulfasalazine,1950,Most-DILI-Concern,5,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N/N=C/3\C=CC(=O)C(=C3)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=599be7ea-4036-4e43-a411-1c42369b1b8c,2,88,sulfasalazine,1,Oral,5339,CID5339,both,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O
LT00148,5352,sulindac,1978,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d150c3f3-c267-4d48-9502-4700670c954b,1,89,sulindac,1,Oral,1548887,CID1548887,both,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O
LT00152,2733526,tamoxifen,1977,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8e4710a7-8757-49be-8bec-a1dc39e6c695,1,90,tamoxifen,1,Oral,2733526,CID2733526,both,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3
LT00153,5394,temozolomide,1999,Less-DILI-Concern,4,Adverse reactions,Yes,vLess-DILI-Concern,,,Negative,,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=046a9011-3911-4d3f-a15f-fbb56d5aad56,2,91,temozolomide,1,Oral,5394,CID5394,both,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N
LT00154,2153,theophylline,1970,No-DILI-Concern,0,No match,,vNo-DILI-Concern,NE,non-hepatotixic,Negative,,CN1C2=C(C(=O)N(C1=O)C)NC=N2,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d4dee7ff-6f1a-45e0-9ade-cda3ff418ad1,2,92,theophylline,0,Oral,2153,CID2153,both,CN1C2=C(C(=O)N(C1=O)C)NC=N2
LT00155,5487,tizanidine,1996,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,,,,Postive,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=234b4e5e-8305-4d2d-840e-e69f0219c6fb,2,93,tizanidine,1,Oral,5487,CID5487,both,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl
LT00156,4659569,tolcapone,1998,Most-DILI-Concern,8,Box warning,Yes,vMost-DILI-Concern,HH,,Positive,Postive,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a0e47a9d-78e7-4523-983a-aa259f221736,1,94,tolcapone,1,Oral,4659569,CID4659569,both,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-]
LT00160,3121,valproic acid,1978,Most-DILI-Concern,8,Box warning,Yes,vMost-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CCCC(CCC)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=740a1ae9-19f0-4a0f-a431-e4b9ffb9381a,1,95,valproic acid,1,Oral,3121,CID3121,both,CCCC(CCC)C(=O)O
LT00161,441141,vancomycin,1964,No-DILI-Concern,0,No match,Yes,vLess-DILI-Concern,HH,,Positive,,C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H](C(C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9[C@@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c8d63431-46d0-407b-b350-bb8e57e34f65,1,96,vancomycin,1,Oral,14969,CID14969,both,C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H](C(C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)[C@@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O
LT00162,445354,vitamin a,1949,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,,,Positive,,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b1c00853-695a-4859-6c8b-22374a98f46d,2,97,vitamin a,1,Intramuscular,445354,CID445354,both,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C
